,age,fnlwgt,education-num,capital-gain,capital-loss,hours-per-week
5623,55,171467,9,0,0,48
5624,25,141876,9,0,0,45
5625,32,72744,9,0,0,40
5626,53,135643,13,0,0,50
5627,27,401508,9,0,0,40
5628,33,103860,10,0,0,50
5629,64,103021,4,0,0,40
5630,51,21698,9,0,0,40
5631,20,199011,10,0,0,12
5632,30,218551,11,0,0,45
5633,34,422836,9,0,0,40
5634,42,183205,9,0,0,45
5635,22,215546,12,0,0,55
5636,33,189265,13,0,0,40
5637,32,34437,9,0,0,40
5638,19,178147,9,0,0,35
5639,51,162988,6,0,0,25
5640,45,160724,13,0,0,45
5641,21,205939,10,0,0,40
5642,33,34574,9,0,0,43
5643,42,69333,11,4386,0,80
5644,63,166425,10,0,0,24
5645,18,265099,7,0,0,16
5646,20,424034,10,0,0,15
5647,37,162834,9,0,1902,45
5648,23,117606,13,0,0,60
5649,48,28497,9,0,0,40
5650,55,92215,9,0,0,45
5651,41,146659,13,0,0,70
5652,33,147654,11,0,0,60
5653,21,83580,10,0,0,4
5654,90,115306,14,0,0,40
5655,39,177277,9,0,0,45
5656,52,237868,10,0,0,5
5657,59,168569,15,0,0,50
5658,38,357962,5,0,0,40
5659,46,192323,9,0,0,40
5660,64,477697,9,0,0,16
5661,65,221881,7,0,0,40
5662,21,98678,10,0,0,15
5663,30,225231,10,8614,0,50
5664,50,163671,9,0,0,40
5665,49,37353,14,0,0,40
5666,23,154373,13,0,0,50
5667,43,150528,14,0,0,40
5668,20,410446,9,0,0,20
5669,35,141896,8,0,0,40
5670,23,206861,10,0,0,25
5671,37,205852,13,0,0,45
5672,19,211355,9,0,0,12
5673,33,198660,9,99999,0,56
5674,56,179625,6,0,0,32
5675,53,188644,3,0,0,40
5676,49,149337,13,0,0,40
5677,44,383493,9,0,0,60
5678,23,462294,12,0,0,44
5679,36,79649,10,0,0,40
5680,57,181031,9,0,0,60
5681,44,124563,9,0,0,40
5682,58,115605,14,0,0,50
5683,19,286002,10,0,0,30
5684,23,417605,3,0,0,40
5685,40,165309,10,0,0,43
5686,36,176101,10,2174,0,60
5687,60,153072,9,0,0,5
5688,50,74879,9,0,0,40
5689,28,319768,14,0,0,45
5690,21,177287,10,0,0,40
5691,31,363130,10,0,0,40
5692,35,325802,12,0,0,24
5693,69,197288,9,0,0,35
5694,61,229744,2,3942,0,20
5695,48,165267,6,0,0,40
5696,19,106273,10,0,0,38
5697,38,197711,6,0,0,40
5698,44,68318,14,0,0,55
5699,54,146834,9,0,0,45
5700,60,236470,4,0,0,40
5701,46,369538,10,0,0,40
5702,28,207213,12,0,0,5
5703,55,165881,9,0,0,40
5704,54,143865,9,0,0,35
5705,28,125321,9,0,0,40
5706,23,191444,9,0,0,40
5707,30,177522,9,0,0,20
5708,22,113703,10,0,0,20
5709,38,130007,13,0,0,40
5710,52,259363,9,0,0,50
5711,47,329144,9,4386,0,45
5712,49,176814,10,0,0,50
5713,26,165673,9,0,0,40
5714,59,32855,4,0,0,70
5715,35,406051,16,0,0,80
5716,38,95432,9,0,0,40
5717,37,155064,11,0,0,40
5718,18,151150,6,0,0,27
5719,33,111363,13,0,0,40
5720,21,236684,10,0,0,8
5721,69,136218,7,0,0,40
5722,47,178309,5,0,0,50
5723,62,136684,9,0,0,30
5724,29,250967,11,0,0,40
5725,23,228230,10,0,0,47
5726,35,126675,9,0,0,46
5727,33,33117,12,0,0,40
5728,37,191754,13,0,0,50
5729,49,305657,4,0,0,40
5730,54,249860,7,0,0,10
5731,42,160369,14,0,0,50
5732,36,170861,9,0,0,32
5733,30,161572,9,0,0,45
5734,47,207140,9,0,0,38
5735,57,155259,10,0,0,40
5736,39,185053,9,0,0,40
5737,57,175942,10,0,0,25
5738,48,155509,9,0,0,16
5739,22,396895,3,0,0,35
5740,44,126199,10,1831,0,50
5741,58,33309,9,0,0,80
5742,30,248588,8,0,0,40
5743,43,64112,10,0,0,50
5744,41,82049,9,0,0,40
5745,90,311184,13,0,0,20
5746,24,433330,9,0,0,40
5747,31,206046,9,0,0,40
5748,23,173679,10,0,0,40
5749,70,405362,4,0,0,38
5750,36,213008,9,0,0,40
5751,26,365289,9,0,0,40
5752,74,146929,9,0,0,55
5753,43,116666,15,0,0,35
5754,60,282923,10,7298,0,40
5755,47,23545,10,0,0,40
5756,42,55764,12,0,0,40
5757,39,365739,9,0,0,40
5758,41,32185,13,0,0,40
5759,42,349884,6,0,0,35
5760,25,178037,9,0,0,40
5761,34,169527,10,4386,0,20
5762,25,120450,9,0,0,40
5763,60,129379,10,0,0,40
5764,34,243165,13,0,0,30
5765,51,82578,14,0,0,38
5766,58,87329,7,0,0,48
5767,18,294387,7,0,0,40
5768,23,214120,9,0,0,40
5769,33,123291,9,0,0,84
5770,26,211695,13,0,0,40
5771,64,63676,6,0,0,40
5772,28,535978,10,0,0,40
5773,41,107584,9,0,0,40
5774,40,520586,10,0,0,39
5775,21,136873,10,0,0,10
5776,29,116207,9,0,0,65
5777,31,196791,15,0,0,45
5778,32,343872,10,0,0,35
5779,21,308237,3,0,0,40
5780,33,154874,10,0,0,40
5781,23,233626,13,0,0,25
5782,45,738812,9,0,0,46
5783,28,115945,10,0,0,40
5784,42,74949,10,0,0,40
5785,34,221324,9,0,0,40
5786,40,223881,15,99999,0,70
5787,20,47541,10,0,0,30
5788,23,126550,9,0,0,40
5789,39,195253,15,0,0,45
5790,21,174503,9,0,0,30
5791,38,338212,10,0,0,20
5792,40,390369,9,0,0,40
5793,38,180342,13,0,0,40
5794,19,219742,10,0,0,15
5795,28,23324,10,0,0,40
5796,53,113176,9,2597,0,40
5797,39,80680,10,0,0,40
5798,24,127753,8,0,0,40
5799,22,203182,13,0,0,30
5800,43,281138,9,0,0,40
5801,27,29732,13,4865,0,36
5802,23,243190,10,0,0,20
5803,23,378546,10,0,0,40
5804,24,184400,9,0,0,30
5805,30,281030,9,0,0,66
5806,24,68577,11,0,0,40
5807,66,193132,5,0,0,30
5808,25,194352,13,0,0,44
5809,69,512992,7,0,0,45
5810,50,27539,10,7688,0,40
5811,29,228860,10,0,0,35
5812,22,148187,7,0,0,40
5813,25,266668,9,0,0,40
5814,26,187652,12,0,0,40
5815,40,175686,10,0,0,40
5816,49,269417,16,0,2258,50
5817,40,57233,11,0,0,40
5818,47,287480,14,0,0,40
5819,28,346406,9,0,1672,50
5820,17,181317,6,0,0,35
5821,25,349190,12,0,0,20
5822,34,175878,10,0,0,40
5823,46,195023,9,0,0,40
5824,22,190903,7,0,0,20
5825,32,118551,9,0,0,80
5826,41,172307,5,0,0,40
5827,40,102226,9,0,0,40
5828,64,47298,16,0,0,60
5829,34,183557,9,0,0,25
5830,34,248584,9,0,0,55
5831,32,184440,10,3464,0,40
5832,20,95989,10,0,0,40
5833,28,87239,10,0,0,50
5834,26,190469,13,0,0,40
5835,30,364310,13,0,0,40
5836,35,183800,13,0,0,40
5837,27,147340,9,0,0,50
5838,22,139190,9,0,0,50
5839,50,176751,14,0,0,80
5840,32,127610,13,0,1902,32
5841,40,189666,9,0,0,45
5842,36,343052,9,0,0,40
5843,42,272910,9,0,0,40
5844,51,392286,9,0,0,40
5845,44,344060,15,0,0,40
5846,37,117760,11,4650,0,40
5847,50,339905,10,0,0,40
5848,73,45784,10,0,0,11
5849,20,34590,10,0,0,60
5850,60,25825,9,0,0,50
5851,50,152810,10,0,0,70
5852,71,196610,4,6097,0,40
5853,42,195124,9,0,0,60
5854,31,127215,10,0,0,40
5855,56,83196,9,0,0,50
5856,23,138768,13,2907,0,40
5857,47,323798,13,0,0,40
5858,43,171841,13,0,0,40
5859,59,226922,9,0,1762,30
5860,31,217460,9,0,0,45
5861,57,245193,14,0,0,60
5862,27,37088,12,0,0,40
5863,53,304504,10,0,1887,45
5864,42,202188,10,0,1741,50
5865,35,168322,7,0,0,40
5866,20,124751,10,0,0,24
5867,24,381895,7,0,0,40
5868,54,185407,13,0,0,60
5869,50,189107,9,0,0,40
5870,41,302122,11,0,0,40
5871,21,27049,10,0,0,12
5872,51,306784,9,0,0,30
5873,39,93319,9,0,0,4
5874,60,114413,12,0,0,30
5875,45,191776,14,0,0,40
5876,55,98746,10,0,0,50
5877,55,337599,10,0,0,40
5878,19,195282,9,0,0,20
5879,27,193898,13,0,0,52
5880,23,440456,13,0,0,40
5881,24,174461,12,0,0,22
5882,51,45334,10,0,0,70
5883,31,217962,10,0,0,40
5884,63,257876,15,0,0,40
5885,20,286734,10,0,0,35
5886,30,403433,13,0,0,50
5887,22,199336,10,0,0,25
5888,30,227886,9,0,0,35
5889,47,162034,13,0,0,60
5890,39,98948,12,0,0,40
5891,28,226891,10,0,0,30
5892,19,116562,9,0,0,40
5893,43,289669,14,0,2547,40
5894,38,239045,16,0,0,50
5895,20,37932,9,0,0,50
5896,34,216283,13,0,0,45
5897,33,285131,9,0,0,40
5898,32,257068,10,0,0,37
5899,71,130436,2,0,0,28
5900,29,263831,13,0,0,40
5901,64,114994,10,0,0,40
5902,17,117477,6,0,0,40
5903,24,231473,12,0,0,30
5904,43,105862,10,0,1902,40
5905,35,186183,9,15024,0,80
5906,21,228649,10,0,0,20
5907,36,295127,9,0,0,84
5908,36,186808,13,0,0,40
5909,35,308945,9,0,0,75
5910,45,55377,13,0,0,40
5911,32,128714,9,0,0,32
5912,24,190968,9,0,0,48
5913,26,283715,9,0,0,40
5914,25,124483,13,0,0,20
5915,17,61838,6,0,0,40
5916,25,255004,6,0,0,40
5917,25,262778,13,6849,0,50
5918,36,31438,7,0,0,43
5919,54,133963,9,0,0,40
5920,42,54202,13,10520,0,50
5921,40,289309,10,0,0,48
5922,53,128272,16,0,0,70
5923,42,146659,16,0,1902,50
5924,57,94429,9,0,0,40
5925,31,345277,13,0,0,40
5926,30,112115,13,0,0,50
5927,32,104509,9,0,0,25
5928,19,60367,9,0,0,13
5929,25,177017,9,0,1504,37
5930,46,403911,11,0,0,40
5931,33,173495,9,0,0,50
5932,26,256000,15,99999,0,60
5933,18,217743,7,0,0,40
5934,41,188615,10,0,0,40
5935,42,384236,14,7688,0,40
5936,37,324947,13,0,0,40
5937,46,222115,13,99999,0,40
5938,43,220776,14,0,0,35
5939,51,154949,9,0,0,40
5940,66,222810,10,7896,0,40
5941,43,315971,14,0,0,40
5942,26,64293,10,0,0,35
5943,63,247986,15,0,0,30
5944,34,426431,13,0,0,40
5945,63,174018,10,0,0,40
5946,20,188950,10,0,0,25
5947,40,170649,10,0,0,8
5948,45,116163,9,0,0,40
5949,23,410439,9,0,0,25
5950,19,35245,9,0,0,40
5951,49,67001,9,0,0,40
5952,27,50132,10,0,0,50
5953,33,323069,11,0,0,40
5954,50,88926,9,5178,0,40
5955,58,177368,9,0,0,40
5956,47,350759,9,0,0,40
5957,58,146477,14,15024,0,40
5958,25,199472,11,0,0,38
5959,46,28281,13,0,0,40
5960,60,139586,11,0,0,40
5961,21,180190,11,0,0,46
5962,25,122745,9,0,1602,40
5963,47,216999,9,0,0,45
5964,60,118197,10,0,0,65
5965,27,169958,3,0,0,40
5966,23,103588,10,0,0,25
5967,36,238415,11,0,0,50
5968,65,123965,13,0,0,40
5969,57,217886,9,0,0,36
5970,20,158206,12,0,0,30
5971,50,45961,13,6849,0,40
5972,42,176716,14,0,0,40
5973,61,135285,9,0,2603,32
5974,30,129227,9,0,0,40
5975,24,442274,9,0,0,40
5976,23,196827,10,0,1902,40
5977,20,379525,10,0,0,10
5978,19,187352,9,0,0,40
5979,35,200153,14,0,0,45
5980,24,280960,9,0,0,24
5981,26,221626,13,0,0,40
5982,43,158926,14,0,0,50
5983,34,189809,10,0,0,52
5984,37,127918,10,0,0,20
5985,54,146834,6,0,0,60
5986,27,178778,9,0,0,40
5987,53,104501,16,0,0,40
5988,24,172987,13,0,0,50
5989,28,65171,10,0,0,40
5990,41,19914,13,0,0,40
5991,45,239093,10,3137,0,40
5992,29,410351,13,0,0,40
5993,23,430828,10,0,0,40
5994,25,182380,9,0,0,40
5995,46,153254,9,0,0,40
5996,41,149385,9,0,0,30
5997,21,256356,7,0,0,40
5998,27,215504,13,0,1848,55
5999,25,238964,10,0,0,60
6000,52,206862,9,0,0,40
6001,20,70240,9,0,0,24
6002,29,159788,14,0,0,80
6003,43,427382,14,0,0,50
6004,40,170866,12,0,0,50
6005,31,260782,10,0,1579,45
6006,40,198873,15,15024,0,30
6007,34,226296,13,0,0,40
6008,44,262241,9,0,0,40
6009,62,173601,13,0,0,40
6010,71,38822,14,99999,0,40
6011,48,125933,10,0,1669,38
6012,24,204209,10,0,0,60
6013,47,230136,9,0,0,60
6014,38,27408,9,0,0,50
6015,36,99270,9,0,0,40
6016,39,180686,14,0,1977,45
6017,34,250724,13,0,0,45
6018,55,61708,9,6418,0,50
6019,26,106406,10,0,0,40
6020,38,115289,9,0,0,40
6021,24,291407,9,0,0,40
6022,20,174714,10,0,0,20
6023,44,123572,5,0,0,40
6024,25,130397,6,0,0,40
6025,21,131473,10,0,0,20
6026,25,267044,10,0,0,20
6027,53,213378,9,0,0,33
6028,48,379883,14,0,0,40
6029,32,285131,12,0,0,20
6030,29,118337,9,0,0,60
6031,38,168055,11,0,0,40
6032,27,376936,9,0,0,40
6033,49,59612,10,0,0,44
6034,44,147265,10,0,0,40
6035,23,117767,13,0,0,40
6036,24,216563,9,0,0,40
6037,58,131991,13,0,0,72
6038,47,161950,13,0,0,25
6039,61,28375,14,0,0,70
6040,47,208872,10,0,0,40
6041,24,191954,4,0,0,50
6042,32,131379,9,0,0,40
6043,31,153078,12,0,0,50
6044,37,291251,9,0,0,40
6045,49,203067,10,0,0,40
6046,30,157289,7,0,0,40
6047,41,175642,10,0,0,40
6048,39,52645,10,0,0,40
6049,36,106297,14,0,0,40
6050,39,190297,16,99999,0,55
6051,30,295010,9,0,0,40
6052,50,20179,14,0,0,40
6053,23,235071,10,0,0,50
6054,55,35551,9,0,0,40
6055,44,174684,9,0,0,40
6056,54,185407,9,7688,0,40
6057,34,163110,14,0,0,40
6058,31,47296,10,0,1740,20
6059,43,91949,9,0,0,40
6060,41,126850,15,0,0,40
6061,33,194901,9,0,0,45
6062,27,152246,9,0,0,40
6063,53,34368,10,0,0,45
6064,30,112358,13,0,0,60
6065,53,108815,9,0,0,60
6066,33,147700,9,0,0,40
6067,45,165937,9,0,0,60
6068,53,274276,9,0,0,40
6069,58,202652,9,0,0,40
6070,20,291407,7,0,0,40
6071,20,53738,10,0,0,60
6072,24,249957,10,0,0,40
6073,49,543922,9,0,0,42
6074,26,266022,10,0,0,50
6075,42,148316,11,0,0,40
6076,59,183606,7,0,0,40
6077,37,114765,10,0,0,40
6078,65,81413,9,0,2352,65
6079,35,186845,15,0,0,45
6080,47,160440,13,0,0,55
6081,31,209213,9,0,0,40
6082,40,184378,10,0,0,60
6083,39,150057,10,0,0,55
6084,44,195545,9,0,0,40
6085,42,153143,10,0,0,40
6086,54,221915,10,0,0,50
6087,46,456062,16,0,2415,55
6088,40,572751,15,5178,0,40
6089,40,82465,10,2580,0,40
6090,23,522881,3,0,0,35
6091,27,106721,9,0,0,40
6092,27,377680,11,0,0,50
6093,36,107125,9,0,0,50
6094,30,381645,13,0,0,50
6095,22,239098,9,0,0,40
6096,58,216941,9,0,0,40
6097,68,224338,11,0,0,40
6098,47,128401,16,0,0,40
6099,22,264738,9,0,0,42
6100,42,266084,10,7298,0,45
6101,32,193042,15,15024,0,60
6102,37,188576,16,0,0,40
6103,20,250630,10,0,0,20
6104,33,191385,13,0,0,40
6105,69,117525,12,0,0,1
6106,43,175715,9,0,0,55
6107,34,97723,15,0,0,40
6108,21,230397,10,0,0,5
6109,20,110998,10,0,0,30
6110,19,242941,10,0,1602,10
6111,30,131699,9,0,0,40
6112,42,33002,9,0,0,48
6113,19,150553,10,0,0,18
6114,30,165686,13,0,0,40
6115,56,346033,5,0,0,40
6116,31,131568,5,0,0,40
6117,46,102597,13,0,0,40
6118,32,197867,11,0,0,50
6119,66,28367,13,0,0,99
6120,18,347336,8,0,0,12
6121,40,173307,6,0,0,40
6122,50,283676,10,0,0,40
6123,77,123959,9,0,0,32
6124,42,390781,13,0,0,40
6125,37,348960,13,0,0,36
6126,34,170276,13,0,0,10
6127,48,99096,10,0,1590,38
6128,36,75826,13,0,0,40
6129,42,115178,13,0,0,15
6130,55,66356,9,0,0,40
6131,45,155659,9,0,0,40
6132,46,366089,15,15024,0,40
6133,61,123991,10,0,0,20
6134,25,273792,9,0,0,37
6135,69,170877,9,0,0,48
6136,35,210945,9,0,0,50
6137,54,235693,7,0,0,40
6138,26,152046,7,0,0,35
6139,39,207185,10,0,0,35
6140,43,310969,15,0,0,40
6141,41,185057,14,0,0,40
6142,22,200109,9,4508,0,40
6143,61,238913,11,0,0,40
6144,43,115562,13,0,0,42
6145,31,81030,16,0,0,40
6146,46,124071,14,0,0,65
6147,63,57674,14,0,0,48
6148,24,203027,12,0,0,40
6149,45,289230,13,0,0,48
6150,25,191271,9,0,0,40
6151,48,176140,7,0,0,40
6152,39,281363,6,0,0,15
6153,25,404616,14,0,0,99
6154,47,275095,10,0,0,40
6155,21,194096,10,0,0,40
6156,24,205865,9,0,0,45
6157,54,198546,14,0,0,38
6158,32,245487,3,0,0,40
6159,36,96452,13,0,0,45
6160,31,323069,9,0,0,20
6161,33,26543,11,0,0,40
6162,29,107458,9,0,0,40
6163,29,236992,9,0,0,50
6164,34,226296,9,0,0,40
6165,29,270379,9,0,0,40
6166,32,53135,9,0,0,40
6167,23,315877,13,0,0,30
6168,22,335453,9,0,0,60
6169,64,151540,7,0,0,16
6170,58,147428,14,0,0,40
6171,44,27242,10,0,0,60
6172,42,138162,10,0,0,40
6173,32,136480,13,0,0,60
6174,55,70088,14,0,0,40
6175,43,174325,4,0,0,40
6176,42,96509,10,0,0,60
6177,36,36270,9,0,1977,65
6178,31,351187,9,0,0,40
6179,26,85482,9,0,0,40
6180,30,170065,10,0,0,40
6181,29,128777,4,0,0,55
6182,69,163595,9,0,0,20
6183,31,350651,8,0,0,40
6184,29,165360,11,0,0,40
6185,35,187112,13,0,0,45
6186,21,201603,9,2176,0,40
6187,54,204397,10,0,0,50
6188,33,173998,9,0,1485,38
6189,45,236040,10,0,0,40
6190,49,208872,9,0,1672,98
6191,22,121144,13,0,0,18
6192,21,195532,9,0,0,40
6193,24,227070,6,0,0,40
6194,24,29810,10,0,0,40
6195,33,409172,13,0,0,55
6196,23,396099,9,0,0,25
6197,42,367533,6,0,0,43
6198,20,206215,9,0,0,40
6199,26,116991,9,0,0,40
6200,30,54334,5,0,0,40
6201,39,127772,9,0,0,40
6202,28,29444,9,0,0,40
6203,48,102102,11,0,0,50
6204,22,374116,9,0,0,36
6205,34,117503,13,0,0,20
6206,58,147653,6,0,1977,35
6207,45,187969,11,0,0,38
6208,46,164733,14,0,0,41
6209,38,96185,9,0,0,32
6210,34,30497,13,15024,0,60
6211,65,243569,10,0,0,24
6212,48,34186,9,0,0,70
6213,44,201723,13,15024,0,45
6214,41,129865,9,0,0,60
6215,61,181219,13,0,1848,40
6216,44,96249,10,0,0,60
6217,74,43599,9,0,0,20
6218,41,82778,2,0,0,40
6219,35,86648,15,7688,0,50
6220,23,87528,13,0,0,45
6221,35,341643,13,0,0,55
6222,46,165937,11,0,0,40
6223,22,214399,10,0,0,30
6224,36,172104,15,0,0,40
6225,25,259299,10,3103,0,50
6226,17,208463,9,0,0,20
6227,24,122272,13,0,0,40
6228,47,34248,11,0,0,40
6229,32,343789,9,5013,0,55
6230,50,191025,14,4650,0,70
6231,28,309566,9,0,0,20
6232,59,170148,10,0,0,32
6233,60,404023,9,10520,0,40
6234,68,365020,9,0,0,40
6235,35,134367,12,0,0,40
6236,28,33798,8,0,0,50
6237,30,411560,9,0,0,40
6238,51,86332,11,4064,0,55
6239,43,177905,9,3908,0,40
6240,27,428030,13,0,0,50
6241,54,215990,14,0,1887,44
6242,33,233107,5,0,0,33
6243,38,139180,13,15020,0,45
6244,26,90915,12,0,0,15
6245,22,359759,10,0,0,20
6246,78,83511,4,0,0,40
6247,35,24106,10,0,0,40
6248,63,30602,4,0,0,40
6249,46,227310,10,0,0,40
6250,22,145477,9,0,0,40
6251,51,147200,9,0,0,40
6252,42,210534,3,0,0,40
6253,36,180150,8,0,0,40
6254,25,258276,10,0,0,40
6255,59,370615,9,0,0,60
6256,40,272343,9,0,0,40
6257,32,95885,7,13550,0,60
6258,46,148489,9,0,0,40
6259,22,48347,13,0,0,40
6260,31,185480,9,0,0,40
6261,40,103789,12,0,0,32
6262,63,216413,13,0,0,25
6263,18,165532,10,0,0,15
6264,27,228476,13,0,0,50
6265,49,277434,9,0,0,50
6266,47,418961,11,0,0,25
6267,30,175083,9,0,0,52
6268,36,150601,15,0,0,50
6269,19,166153,9,0,0,30
6270,44,235786,10,7298,0,45
6271,61,160625,13,4386,0,15
6272,40,320451,16,0,1977,45
6273,22,48347,10,0,0,40
6274,38,58972,9,0,0,50
6275,37,190964,9,0,0,40
6276,50,305147,13,0,0,40
6277,42,247695,9,0,0,45
6278,31,224234,9,0,0,40
6279,41,198425,10,0,0,45
6280,40,101593,13,0,0,50
6281,28,137898,9,0,0,40
6282,55,160662,16,0,0,80
6283,20,137300,11,0,0,40
6284,67,76860,9,0,0,40
6285,27,127833,9,0,0,40
6286,47,121124,3,0,0,55
6287,49,277946,10,0,0,50
6288,26,105787,13,0,0,40
6289,28,119793,11,10520,0,50
6290,38,193026,9,0,1408,40
6291,42,198096,10,0,0,40
6292,23,50953,10,0,0,40
6293,24,90934,13,0,0,55
6294,37,183800,13,7688,0,50
6295,22,165065,10,0,0,40
6296,31,149184,13,0,0,97
6297,40,97688,10,0,0,48
6298,18,137646,7,0,0,15
6299,25,367306,10,0,0,40
6300,34,318641,13,0,0,45
6301,31,29152,8,0,0,40
6302,37,237995,11,0,0,48
6303,23,302836,12,0,0,40
6304,38,200220,9,0,0,40
6305,38,195025,9,0,0,32
6306,44,103111,15,0,0,60
6307,36,22494,10,0,0,40
6308,37,227545,10,0,0,44
6309,31,133770,12,0,0,50
6310,61,99784,14,0,0,40
6311,25,191782,7,0,0,40
6312,37,184556,10,0,0,40
6313,61,101265,8,0,0,40
6314,27,47907,13,0,0,48
6315,32,251243,10,0,0,50
6316,18,20057,4,0,0,40
6317,25,113948,11,0,0,45
6318,60,159049,15,0,0,70
6319,21,409230,9,0,0,40
6320,30,159303,13,0,0,4
6321,25,195481,9,0,0,40
6322,43,78765,10,0,0,40
6323,45,420986,13,0,0,40
6324,45,347321,9,0,0,40
6325,44,244054,10,0,0,60
6326,18,362600,3,0,0,40
6327,49,81654,15,0,0,60
6328,52,95128,10,0,0,50
6329,49,297884,9,4064,0,50
6330,30,327112,13,0,1564,40
6331,36,280169,10,3456,0,8
6332,45,45857,7,0,0,36
6333,39,163237,9,0,0,60
6334,37,189251,16,0,0,40
6335,51,115025,9,0,0,40
6336,47,199058,15,0,0,40
6337,64,73986,4,0,0,20
6338,20,145917,10,0,0,15
6339,40,32214,12,0,0,40
6340,41,187336,9,0,0,40
6341,40,275446,9,0,0,40
6342,20,260199,9,0,0,10
6343,28,158737,8,0,0,40
6344,56,104996,9,0,0,40
6345,38,115076,14,0,0,70
6346,42,169383,14,0,0,40
6347,23,179423,13,0,0,5
6348,51,32372,8,0,0,99
6349,25,120238,10,2885,0,43
6350,41,82393,10,0,0,40
6351,34,295922,10,0,0,40
6352,18,78817,9,0,0,20
6353,42,227065,10,15024,0,32
6354,49,55938,13,0,0,40
6355,39,165848,9,0,0,50
6356,26,89389,10,0,0,40
6357,41,70884,9,0,0,40
6358,43,159549,9,0,0,40
6359,27,150025,3,0,0,40
6360,32,195891,13,0,0,55
6361,46,295334,16,0,0,60
6362,41,75409,13,0,0,40
6363,41,99870,13,0,0,55
6364,19,218956,9,0,0,40
6365,70,304570,13,0,0,32
6366,53,155233,8,0,0,40
6367,39,19914,10,0,0,40
6368,45,235431,9,0,0,40
6369,27,211032,1,41310,0,24
6370,60,225526,9,0,0,32
6371,25,241825,10,0,0,46
6372,30,183620,9,0,0,45
6373,20,444554,6,0,0,40
6374,49,59380,10,0,0,40
6375,46,187749,13,0,0,40
6376,34,261799,11,0,0,45
6377,27,189702,4,0,0,40
6378,46,35961,12,0,0,25
6379,64,30664,11,0,0,30
6380,33,163003,9,0,0,41
6381,31,44464,13,0,1564,60
6382,58,151910,9,0,0,40
6383,42,251795,10,0,0,50
6384,39,314007,11,0,0,40
6385,40,78255,9,0,0,25
6386,21,207103,9,0,0,40
6387,31,203488,13,0,0,50
6388,39,184801,13,0,0,40
6389,20,320047,6,0,0,40
6390,24,241857,10,0,0,35
6391,42,193882,10,0,0,40
6392,27,130807,12,0,0,40
6393,30,163003,13,0,0,52
6394,28,114053,10,0,0,30
6395,50,173754,9,0,0,40
6396,19,223648,9,4101,0,48
6397,20,41721,10,0,0,60
6398,46,109227,10,0,0,70
6399,47,191175,3,0,2179,50
6400,24,77665,9,0,0,42
6401,17,78602,7,0,0,20
6402,36,205555,15,0,0,40
6403,18,97963,9,0,0,30
6404,42,142424,11,0,0,40
6405,33,202366,9,0,0,32
6406,41,107584,10,0,0,35
6407,45,154308,14,0,0,40
6408,38,226357,9,0,0,40
6409,39,65738,14,0,0,32
6410,33,100228,10,0,0,40
6411,28,306830,12,0,0,40
6412,58,223214,9,0,0,40
6413,32,195891,12,0,0,45
6414,47,73394,10,0,0,50
6415,45,170099,12,0,0,40
6416,52,159755,11,0,0,50
6417,40,198096,9,0,0,40
6418,60,174073,9,0,0,40
6419,33,422960,10,0,0,60
6420,43,33331,15,0,1977,70
6421,45,160167,6,0,0,70
6422,27,363053,5,0,0,24
6423,44,367749,13,0,0,45
6424,23,26248,9,0,0,40
6425,42,167581,13,0,0,40
6426,43,209149,9,0,0,35
6427,63,203783,9,0,0,72
6428,34,114185,13,0,0,50
6429,17,285169,7,0,0,40
6430,36,147548,9,0,0,85
6431,24,59146,9,0,0,48
6432,49,131302,11,0,0,44
6433,41,252058,13,0,0,40
6434,58,343957,13,0,0,50
6435,36,137314,11,0,0,45
6436,24,82847,9,0,0,50
6437,23,309055,10,0,0,20
6438,67,137192,9,0,0,12
6439,37,212826,9,0,0,40
6440,45,480717,13,0,0,38
6441,42,230959,13,0,1887,40
6442,53,150980,10,3137,0,40
6443,42,317078,9,0,0,40
6444,53,157069,12,0,0,40
6445,60,250552,9,0,0,40
6446,39,86551,9,0,0,40
6447,27,423250,10,0,0,60
6448,65,105017,13,0,0,40
6449,29,217200,9,0,0,40
6450,59,43280,10,0,0,40
6451,28,110164,10,0,0,24
6452,35,110188,13,0,0,40
6453,25,292058,9,0,0,30
6454,35,174597,13,0,0,40
6455,32,275094,13,7688,0,55
6456,22,221533,9,0,0,20
6457,21,233923,10,0,0,24
6458,17,228253,6,0,0,10
6459,25,60485,10,0,0,30
6460,25,153841,10,0,0,40
6461,19,378114,9,0,0,25
6462,39,203763,16,0,0,80
6463,31,289731,10,0,0,40
6464,23,282604,7,7688,0,60
6465,45,114797,9,0,0,40
6466,64,173754,9,0,0,40
6467,49,324791,13,0,0,50
6468,44,185057,13,3325,0,40
6469,60,123218,10,0,0,40
6470,50,287598,10,0,0,70
6471,35,188563,9,0,0,50
6472,49,101320,14,0,0,75
6473,40,55191,10,0,0,40
6474,48,125892,13,0,0,40
6475,22,180052,10,0,0,20
6476,17,230789,5,0,0,22
6477,50,343748,10,0,0,35
6478,32,209184,13,0,0,40
6479,36,126675,14,0,1977,50
6480,39,32146,10,0,0,40
6481,28,312372,9,15024,0,40
6482,17,154908,6,0,0,10
6483,50,65160,13,0,0,40
6484,48,395368,10,0,0,40
6485,46,175428,14,0,0,40
6486,33,193172,11,7688,0,50
6487,41,204410,9,0,1485,44
6488,33,178506,9,0,0,40
